 7.925 245.97  5.67 0.009
 8.189 246.59  3.26 0.045
 8.093 242.21  4.31 0.022
 8.119 228.39 12.31 0.023
 8.225 217.05  2.30 0.037
 7.887 239.11 10.85 0.007
 7.828 238.61  5.52 0.002
 7.933 243.02  2.66 0.010
 7.803 237.66  6.45 0.006
 8.002 234.71 13.05 0.022
 8.310 243.96  2.98 0.037
 7.937 232.75  2.61 0.015
 7.794 235.35 14.13 0.001
 7.970 235.26  3.67 0.012
 8.066 243.73  1.73 0.026
 7.844 240.19  4.87 0.003
 8.031 218.90  1.18 0.020
11.477 232.55 13.18 0.513
 8.127 222.14  5.29 0.028
 8.264 230.46  4.49 0.039
 8.039 214.74  7.57 0.037
 7.806 205.09  3.15 0.002
 8.198 214.51 10.29 0.033
 7.848 219.29  9.22 0.015
 7.938 221.40  7.85 0.016
 7.832 225.18  3.45 0.009
 7.899 230.46  6.07 0.023
 7.781 240.64  4.36 0.002
 7.923 226.89  3.78 0.018
 7.710 243.72  4.39 0.002
 9.049 220.05 15.40 0.096
 7.781 223.90  1.57 0.009
 8.613 207.71  8.88 0.076
 7.701 219.80  6.30 0.002
 8.794 227.36  7.32 0.083
 7.773 229.22  1.53 0.015
 7.990 236.58  4.99 0.044
 7.768 209.87  7.11 0.004
 7.777 221.83  4.56 0.001
 7.764 234.28  7.82 0.004
 7.692 245.21  7.56 0.000
 7.850 231.50  2.37 0.017
 8.195 231.63  7.09 0.052
 8.583 218.14  8.28 0.132
 9.345 235.16  7.36 0.114
 8.066 238.76  6.46 0.050
 7.692 237.51 10.38 0.002
 7.807 249.01  4.84 0.019
 8.310 213.34  2.47 0.044
 7.805 235.91  6.23 0.014
 7.848 204.76  3.95 0.030
 7.798 232.93  6.49 0.020
 8.527 212.50  7.77 0.072
 8.217 222.32  3.59 0.037
 8.157 213.47  3.00 0.043
 7.560 236.82 17.25 0.011
 7.725 215.05  4.50 0.011
 7.639 223.85  2.12 0.003
 7.883 214.65  6.66 0.023
 8.303 227.05  8.51 0.052
 8.740 225.70  2.43 0.066
 8.420 218.15  6.79 0.070
 7.699 239.11  7.67 0.012
 8.907 220.65  7.05 0.116
 7.544 234.04  9.57 0.005
 7.715 218.95  3.29 0.014
 7.782 251.20  3.86 0.009
 7.564 236.46  3.01 0.003
 7.725 243.03  4.07 0.006
 7.662 248.54  1.99 0.007
 7.642 249.47  2.01 0.007
 7.553 235.44  9.67 0.004
 8.233 209.38 12.51 0.070
 9.399 217.29  5.79 0.181
 7.535 221.79  8.49 0.011
 7.608 239.51  9.79 0.007
 7.562 233.17  1.66 0.006
 7.564 258.89  5.54 0.009
 7.409 269.58  2.35 0.001
 7.557 249.25  1.46 0.008
 9.956 201.58  6.63 0.248
 7.375 238.37  5.13 0.000
 7.355 241.99  7.92 0.004
 7.675 238.67  4.01 0.065
 7.599 233.59  8.90 0.012
 7.615 221.49  4.25 0.031
 7.776 230.29  6.58 0.048
 7.425 226.11  5.40 0.013
 7.234 241.31  7.39 0.003
 7.228 240.62  4.03 0.007
 7.287 231.49  4.07 0.007
 7.237 227.63  4.94 0.007
 7.192 235.52  5.53 0.010
 7.164 236.12  0.43 0.009
 7.303 213.57  4.74 0.030
 7.738 231.99  2.69 0.008
 7.069 246.15 13.87 0.010
 7.026 248.03  3.57 0.006
 7.695 247.92  2.89 0.009
 7.274 237.61  2.55 0.017
 6.995 257.28  4.02 0.005
 7.850 251.17  1.03 0.011
 7.489 225.57  4.26 0.012
 7.119 238.34 12.99 0.036
 6.951 236.30  7.89 0.009
 6.999 209.88  5.64 0.009
10.043 234.49  7.85 0.272
 6.918 244.02  4.38 0.006
 7.501 234.43  3.29 0.018
 7.663 234.67  2.77 0.013
 6.876 217.55  9.40 0.008
 7.392 253.89  2.78 0.017
 7.729 227.11  2.62 0.013
 6.816 239.84  6.75 0.019
 6.850 229.14  6.17 0.027
 6.724 208.49  6.59 0.009
 7.222 244.30  5.42 0.023
 6.659 214.12  3.62 0.002
 7.175 228.16  4.37 0.023
 6.625 246.02  2.81 0.009
 6.625 229.98  4.85 0.011
 6.914 248.71  3.51 0.024
 7.187 240.68  2.06 0.017
 6.591 202.06 10.35 0.022
 6.485 231.39  2.63 0.004
 6.466 200.66  6.38 0.005
 7.637 237.70  1.23 0.009
 6.668 234.99  3.37 0.016
 6.638 232.73 11.03 0.029
 6.619 262.95  2.35 0.020
 6.744 246.24  3.84 0.021
13.978 198.25 12.95 0.646
 7.375 244.49  2.33 0.024
 6.390 217.43  4.28 0.024
 6.342 217.60  3.53 0.024
 6.317 220.27  5.25 0.021
 6.113 222.55  6.57 0.033
 6.302 251.58  3.88 0.028
 6.942 223.24  3.81 0.033
 5.862 231.20  8.24 0.027
 7.595 236.19  2.73 0.016
 6.303 243.53  4.54 0.049
 7.273 254.99  7.12 0.085
 7.546 229.68  1.81 0.020
 6.423 248.26  4.12 0.034
 7.521 244.04  1.21 0.017
 7.555 228.29  1.25 0.018
 5.850 245.37  5.90 0.040
 5.195 229.85  9.19 0.030
 6.240 229.38  3.76 0.062
 6.718 251.26  4.32 0.037
 7.657 242.06  1.87 0.014
 6.482 241.10  2.94 0.031
 5.288 220.43 12.08 0.043
 7.358 235.86  1.11 0.020
 5.853 213.65  4.13 0.043
 6.756 238.22  2.55 0.037
 5.475 256.55  4.68 0.140
 6.958 247.93  1.60 0.029
 5.157 216.03  3.66 0.041
 6.462 242.15  2.08 0.040
 6.751 251.72  0.66 0.023
 7.440 230.17  2.20 0.022
 6.292 254.17  1.59 0.038
 5.309 231.47  2.99 0.052
 5.288 224.98  3.26 0.043
 6.224 249.43  2.95 0.063
 6.481 238.84  2.89 0.035
 4.602 188.17  6.68 0.085
 7.291 241.92  2.25 0.027
 5.714 228.26  2.07 0.044
 5.193 222.58  7.75 0.102
 6.548 240.91  1.46 0.031
 6.589 246.05  1.49 0.066
 6.752 238.42  2.27 0.030
 5.973 231.55  2.01 0.050
 6.633 246.11  1.79 0.028
 5.143 179.09  5.15 0.084
 4.251 205.24  7.17 0.107
 5.172 217.17  2.12 0.055
 4.750 189.29  2.88 0.058
 6.101 240.29  8.42 0.060
 5.140 198.91  2.94 0.055
 7.332 235.63  1.21 0.033
 7.299 248.23  0.42 0.026
 4.804 221.07  3.00 0.070
 6.557 231.38  0.90 0.047
 4.895 188.21  4.59 0.088
 7.186 234.72  0.57 0.027
 5.048 213.35  3.47 0.140
 4.896 227.33  5.11 0.119
 7.181 236.35  0.63 0.029
 6.876 236.02  0.60 0.034
 6.744 251.04  0.63 0.043
 6.700 244.45  0.67 0.039
 6.689 241.39  1.77 0.070
 6.613 248.06  0.67 0.041
 5.715 235.49  1.18 0.096
 6.585 242.97  3.03 0.050
 5.747 230.53  2.55 0.090
 5.785 244.04  4.77 0.085
 7.291 234.13  1.46 0.022
 6.601 236.26  2.02 0.042
 4.812 196.39  4.28 0.071
 5.800 228.88  3.03 0.060
 6.359 250.72  2.74 0.076
 6.025 280.78  2.78 0.082
 7.580 224.53  1.55 0.020
 6.603 253.27  2.44 0.051
 6.784 245.08  1.93 0.056
 5.979 229.76  2.91 0.097
 6.522 233.92  5.28 0.038
 5.215 239.27  3.36 0.074
 7.459 232.60  1.20 0.032
 6.363 241.13  1.69 0.044
 5.210 251.08  3.17 0.114
 7.268 249.20  5.88 0.029
 6.392 238.31  2.40 0.029
 7.660 243.05  2.36 0.021
 6.578 227.87  2.29 0.050
 7.048 237.56  4.01 0.043
 5.404 212.50  2.76 0.092
 4.736 206.05  6.51 0.068
 6.268 246.13  1.72 0.051
 4.416 241.80  9.11 0.148
 5.919 235.43  7.10 0.061
 5.019 241.45  3.49 0.068
 7.183 247.82  1.33 0.025
 5.332 244.73  5.61 0.051
 5.145 209.56  2.92 0.056
 5.540 242.54  2.71 0.051
 5.069 233.65  4.39 0.064
 5.883 263.41  1.52 0.064
 6.931 240.60  2.48 0.041
 6.378 239.28  1.91 0.066
 6.149 235.02  7.35 0.058
 5.715 233.91  7.72 0.050
 5.568 233.44  4.35 0.068
 5.268 249.64  5.15 0.072
13.731 171.59 16.56 0.890
 6.169 256.54  8.00 0.194
 6.352 240.40  4.88 0.049
 6.211 256.27  3.14 0.038
 6.373 248.10  2.36 0.029
 6.236 245.06  8.37 0.077
 6.851 257.46  7.62 0.142
 7.454 222.91  4.98 0.017
 6.421 212.71  1.20 0.031
 7.252 222.21  1.58 0.029
 7.039 227.15  2.27 0.032
 6.494 229.10  2.29 0.044
 5.483 192.23  8.69 0.059
 6.057 236.51  6.91 0.022
 7.426 236.54  1.67 0.039
 7.273 234.95  3.55 0.022
 7.176 224.79  5.88 0.024
 6.454 215.44  3.28 0.011
 6.293 216.04  4.78 0.017
 7.124 241.76  1.40 0.020
 5.898 213.60  6.65 0.005
 6.585 234.87  3.07 0.006
 6.605 223.76  2.37 0.021
 6.623 222.53  2.86 0.011
 6.597 215.39  5.00 0.007
 6.555 233.49  7.26 0.006
 6.681 218.21  6.64 0.002
 6.666 208.78  3.74 0.008
 6.908 230.29  6.13 0.021
 6.717 218.49  3.60 0.015
 6.850 235.83  2.23 0.011
 6.710 222.65  3.04 0.006
 7.055 244.44  4.67 0.014
 6.825 242.71  5.52 0.019
 6.928 208.83 12.15 0.009
 6.978 226.59  6.03 0.004
 8.027 259.87  5.99 0.096
 7.261 218.28  4.88 0.015
 7.572 233.91  9.22 0.063
 7.082 224.82  2.05 0.000
 7.205 201.61  7.82 0.051
 6.987 215.19  3.56 0.003
 7.893 245.73  5.11 0.002
 7.238 234.68  2.70 0.002
 8.797 216.26  7.93 0.109
 8.765 225.86  7.14 0.137
 7.334 226.17  1.57 0.009
12.375 230.81 12.24 0.459
 7.388 231.10  4.31 0.020
 8.220 214.39  7.62 0.067
 7.348 226.61 11.78 0.020
 7.402 236.35  7.40 0.006
 7.526 245.82  4.17 0.015
 8.376 249.03  7.38 0.078
 8.616 266.60  9.29 0.136
 7.685 221.61  2.92 0.011
 7.361 232.97  5.93 0.008
 7.688 229.23  7.64 0.043
 7.341 233.33  4.88 0.017
 7.621 250.61  8.76 0.010
 7.486 232.51 10.23 0.007
 7.638 228.36  3.13 0.010
 7.425 214.66  7.28 0.004
 7.702 219.55  6.99 0.035
 6.696 217.44  5.55 0.016
 7.717 242.79  6.14 0.021
 9.293 246.91  5.56 0.150
 8.692 209.05  5.30 0.085
 5.410 211.76  3.68 0.010
 8.724 246.90  5.01 0.154
 9.060 220.69  6.67 0.131
 7.699 218.78  7.66 0.016
 8.010 222.64 15.03 0.036
 8.283 254.76  8.40 0.068
 7.783 226.27  5.75 0.001
 7.867 232.88  4.07 0.015
 7.673 215.53  3.87 0.012
 8.181 234.55  7.44 0.045
 8.374 224.84  5.42 0.062
 7.808 228.84  4.65 0.012
 7.743 227.67  5.75 0.001
 7.841 249.64  5.71 0.007
10.287 218.78  8.45 0.144
 7.903 227.24  6.41 0.001
10.997 220.18  9.17 0.285
 7.874 244.47  1.83 0.010
 7.885 240.64  3.52 0.002
 7.960 259.75 10.14 0.006
 8.190 266.75  6.12 0.016
 8.133 227.26  4.17 0.006
 8.117 223.64  3.74 0.010
 9.889 207.88  7.90 0.087
 8.301 229.15  4.85 0.026
 8.746 222.04  9.92 0.040
 7.934 230.49  2.30 0.004
11.744 208.98  4.06 0.146
 8.820 222.67  4.76 0.051
 8.660 234.40  3.00 0.027
 9.519 200.21  4.49 0.141
 8.729 217.53  3.18 0.037
 8.085 239.24  5.78 0.007
11.107 212.79  7.81 0.292
 9.771 210.92  8.06 0.089
 7.984 240.49  0.94 0.003
 9.379 208.80  4.80 0.085
11.675 208.02 10.28 0.168
 8.629 225.54  4.46 0.026
 8.642 235.24  2.58 0.032
 9.860 195.51  4.38 0.078
 9.230 208.48  3.96 0.046
 8.785 214.51  3.02 0.047
11.612 237.99  5.13 0.164
 8.439 244.55  0.60 0.018
 9.706 233.63  8.14 0.088
 8.931 219.43  3.00 0.029
 9.223 213.53  5.81 0.041
11.276 215.71  3.89 0.129
 9.574 205.79  2.14 0.046
10.820 225.93  3.96 0.104
 8.662 251.49  4.04 0.031
10.629 222.54  4.00 0.088
 9.359 245.07  1.20 0.040
 9.573 216.40  7.78 0.060
10.374 221.36  2.62 0.068
 9.430 214.10  4.50 0.045
 9.889 219.43  4.11 0.109
 9.622 222.01  3.59 0.066
 8.294 246.01  3.67 0.008
 9.474 253.66  9.30 0.054
 8.355 228.36  3.98 0.013
11.352 207.62  4.36 0.104
10.406 215.33  6.04 0.120
 8.669 240.21  7.59 0.029
10.007 212.09  5.04 0.062
11.409 221.74  2.70 0.162
 9.896 209.70 11.03 0.054
10.191 223.54  4.34 0.094
 9.680 212.38  2.19 0.041
10.034 219.50  3.70 0.090
 8.396 225.32  1.46 0.011
 8.164 228.02  3.57 0.004
 9.336 219.17  4.85 0.036
 9.311 224.27  4.15 0.034
 8.735 221.30  2.75 0.024
 8.788 236.99  2.59 0.028
 9.878 210.58  3.78 0.079
 9.850 226.78  4.97 0.078
 8.966 240.27  4.71 0.035
 9.565 234.71  4.60 0.046
 9.878 227.86  5.69 0.080
11.177 223.27  3.99 0.110
 9.803 212.06  3.61 0.056
10.356 207.03  3.77 0.096
 9.956 189.75  3.05 0.074
 8.773 226.88  7.50 0.021
 9.350 231.02  4.34 0.059
 9.920 203.36  4.67 0.056
 9.352 218.13  6.80 0.042
10.432 211.85  2.88 0.077
10.568 237.48  3.28 0.096
 9.867 201.69  2.26 0.054
 9.476 207.39 13.66 0.070
 9.820 210.96  4.37 0.073
